Material,Material Description,Material T,Long Text,CTL,MRP group,Batch #,C/N,Product Hi,Storage Lo,Storage Bi,ABC Indica,ELV ROHS,Lead Free,Plant,Vendor,Vendor Name,CBC Code:,Prodn Supe,Purch. Gro,Profit Cen,Ctry of or,Revision L,Spl. Stock,Sales Orde,Sales Orde.1,Customer,Planning l,VMSS Indic,GPL Code,VSM Name,Global Por,Manufacture Part No,Catalog No,UOM,Unrestrict,Restricted,QC Stock,Inv Value,Safety Sto,SS %,Stock in t,Blocked St,Blocked St.1,Date of Ma,Last goods,End of lif
29-0138550-10901,Blade Ejector,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-0138550-10901,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,,
2437154-1,"CAMERA,FAKRA II,STMPD PIN,PLATED",ZHLB,,A11,Z501,78948425,,M265,PE01,,C,C,N,822,,,41396,,IBZ,101,IN,A,,,,,AUT SHIRWAL,,P08,,,,2437154-1,PC,"32,270",0,0,87608.53,0,0.00,0,0.000,0.0,03/12/2025,03/13/2025,
59-1068173-00047,GKS-112 306 200 R 1502 M - Pr fstift,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,59-1068173-00047,PC,25,0,0,0.25,0,0.00,0,0.000,0.0,,,
2066833-2,"W/H HVAC, MAHINDRA S105",ZFRT,,F03,Z200,79505987,,L727,PE01,,C,C,N,822,,,43058,,,101,IN,A,,,,,AUT SHIRWAL FG,,895,,7.0,,2066833-2,PC,10,0,0,4175.8,0,0.00,0,0.000,0.0,,03/22/2025,
2208989-5,"DISCR WIRE, 0,5SQMM,YW",ZHLB,,A04,Z501,41194792,,M249,PE01,,C,C,N,822,,,43187,,IIS,101,AT,A,,,,,AUT SHIRWAL,,G03,,,,2208989-5,M,"2,982.781",0,0,29245.33,0,0.00,0,0.000,0.0,10/21/2022,10/21/2022,
1203801-3,Lid for VALEO Box,ZROH,,A05,Z630,89161894,,M289,PE01,,C,U,X,822,,,43186,AE9,IH6,101,IN,O,,,,,AUT SHIRWAL,,N03,,,,1203801-3,PC,100,0,0,2046.2,0,0.00,0,0.000,0.0,08/01/2025,08/01/2025,
2379438-2,"ADHESIVE TAPE,COROPLAST 837FRX,19MMX25MR",ZHLB,,A04,Z630,28751155,,M270,PE01,,C,C,N,822,,,43113,,IIS,101,,A,,,,,AUT SHIRWAL,,P16,,,,2379438-2,M,"2,981",0,0,19423.42,0,0.00,0,0.000,0.0,04/30/2023,11/11/2020,
1-1355470-1,2POS MQS TAB COD A,ZFRT,,A03,Z501,49820704,,M133,PE01,,C,C,X,822,,,43169,AE9,G76,101,DE,A,,,,,AUT SHIRWAL,,N02,,1.0,,1-1355470-1,PC,"4,000",0,0,13855.92,0,0.00,0,0.000,0.0,02/05/2024,09/05/2024,
29-1819087-10209,CORE INSERT,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819087-10209,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,,
1719222-1,"PIN 0.63X0.63,BODY",ZHLB,,A03,Z501,43380079,,4178,PE01,,C,X,X,822,,,43058,,IBY,101,DE,A,,,,,AUT SHIRWAL,,895,,,,1719222-1,PC,"43,752",0,0,873000.72,0,0.00,0,0.000,0.0,02/28/2023,09/05/2023,
704347-1,"MASTERBATCH FOR PBT & PA, H.VI. 5/4421 A",ZROH,,A04,Z600,WIP MARCH,,8012,PE01,,C,C,X,822,,,12302,AE9,IIS,101,,O,,,,,AUT SHIRWAL,,029,,,,704347-1,LB,0.351,0,0,348.81,0,0.00,0,0.000,0.0,,04/22/2025,
1-1718647-1,"2POS, MCON 1.2 - REC. HOUSING",ZHLB,,A11,Z200,61789908,,M104,PE01,,C,C,X,822,,,43101,,IBY,101,HU,C,,,,,AUT SHIRWAL,,N14,,,,1-1718647-1,PC,0,0,0,53871.81,0,0.00,0,"51,000.000",0.0,08/06/2024,08/20/2024,
21-1950967-00101,Cavity Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1950967-00101,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,,
1915742-2,"COMPOUND, RAKU-SIL 10-S 13/9-1 PART B",ZROH,,A04,Z600,661054,,8101,PE01,,A,C,N,822,,,12302,,IIS,101,DE,A,,,,,AUT SHIRWAL,,029,,,,1915742-2,G,1.867,0,0,12.67,0,0.00,0,0.000,0.0,03/02/2023,03/28/2023,
2282004-1,"2POS,SHORT SQUIB,CABLE ASSY",ZFRT,,F01,Z100,30298738,,L733,PE01,,C,C,N,822,,,43187,,,101,IN,G,,,,,AUT SHIRWAL FG,,G03,,2.0,,2282004-1,PC,1,0,0,146.31,0,0.00,0,0.000,0.0,02/01/2021,02/01/2021,
1719262-1,"1 POS,FAKRA II,PLUG,PLUG HSG,CODA,FREE",ZHLB,,A07,Z500,87632942,,W767,PE01,,B,C,X,822,,,41396,,IH0,101,IN,A,,,,,AUT SHIRWAL,,P08,,,,1719262-1,PC,"15,758",0,0,23794.58,0,0.00,0,0.000,0.0,07/11/2025,07/11/2025,
28-1819159-00143,CAVITY SUB INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819159-00143,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
29-0040640-00514,CORE INSERT,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-0040640-00514,PC,18,0,0,0.18,0,0.00,0,0.000,0.0,,06/05/2025,
2348884-1,"FASTIN-ON 6.3,TERMINAL,7116-2872-02",ZHLB,,A05,Z501,50382316,,M289,PE01,,C,C,N,822,,,43186,,G30,101,JP,A,,,,,AUT SHIRWAL,,N03,,,,2348884-1,PC,"6,760",0,0,14860.78,0,0.00,0,0.000,0.0,02/20/2024,07/30/2024,
3-1203431-7,"WIRE,FLRY-B,0.5,GREEN/BLUE",ZHLB,,A05,Z501,78502816,,M289,PE01,,C,C,X,822,,,43186,AE9,IH7,101,IN,NR,,,,,AUT SHIRWAL,,N03,,,,3-1203431-7,M,"1,886.628",0,0,4178.69,0,0.00,0,0.000,0.0,03/01/2025,03/01/2025,
29-1819019-20706,SIDE CORE INSERT,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819019-20706,PC,5,0,0,0.05,0,0.00,0,0.000,0.0,,,
964310-1,TAB A 5.8x0.8 CONTACT CF SWS Sn,ZFRT,,A03,Z501,2428200009,,M047,PE01,,B,C,X,822,,,43152,,IX3,101,DE,B,,,,,AUT SHIRWAL,,NAQ,,2.0,,964310-1,PC,"1,690",0,0,7805.72,0,0.00,0,0.000,0.0,07/09/2024,01/16/2025,
1-2454661-1,PIN CONTACT DC 6 O CLOCK,ZHLB,,A11,Z501,65857884,,J880,PE01,,C,C,N,822,,,14003,,IBY,101,IN,B,,,,,AUT SHIRWAL,,P27,,,,1-2454661-1,PC,316,0,0,74138.97,0,0.00,0,0.000,0.0,09/03/2024,09/03/2024,
1563461-1,4POS MQS REC COD A,ZFRT,,A03,Z501,76657391,,M133,PE01,,B,C,X,822,,,43169,AE9,IX3,101,DE,A,,,,,AUT SHIRWAL,,N02,,1.0,,1563461-1,PC,500,0,0,1776.5,0,0.00,0,0.000,0.0,02/09/2025,04/29/2025,
2454672-1,HOUSING PERIPHERIAL SEAL,ZHLB,,A11,Z501,88775458,,J880,PE01,,B,C,N,822,,,14003,,IBY,101,IN,B,,,,,AUT SHIRWAL,,P27,,,,2454672-1,PC,"4,100",0,0,94049.9,0,0.00,0,0.000,0.0,07/26/2025,07/26/2025,
2288727-1,"12POS,MT 2,REC HSG,ASSY",ZFRT,,A03,Z501,81401818,,M270,PE01,,A,C,N,822,,,43113,,IBY,101,HU,C,,,,,AUT SHIRWAL,,P16,,2.0,,2288727-1,PC,"4,928",0,0,134338.61,0,0.00,0,0.000,0.0,04/16/2025,07/26/2025,
1915742-1,"COMPOUND, RAKU-SIL 10-S 13/9-1 PART A",ZROH,,A04,Z600,570591,,8101,PE01,,A,C,N,822,,,12302,,IIS,101,DE,A,,,,,AUT SHIRWAL,,029,,,,1915742-1,G,19.528,0,0,132.48,0,0.00,0,0.000,0.0,02/14/2020,05/15/2020,
929126-3,MQS UNIV SQUIB BUST,ZHLB,,A03,Z501,40322911,,M111,PE01,,C,C,X,822,,,43095,AE9,IX3,101,DE,E,,,,,AUT SHIRWAL,,N87,,2.0,,929126-3,PC,148,0,0,509.86,0,0.00,0,0.000,0.0,08/29/2022,02/01/2023,
2-1452484-4,2WAY PLUG HSG. 8MM PITCH,ZHLB,,A07,Z500,84982632,,ED06,PE01,,C,C,X,822,,,41396,,IH0,101,IN,B,,,,,AUT SHIRWAL,,P08,,,,2-1452484-4,PC,139,0,0,322.48,0,0.00,0,0.000,0.0,05/30/2025,05/30/2025,
28-1957362-14600,FRONT INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1957362-14600,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,05/19/2025,
2141495-1,"RETAINER,TE,COAX",ZHLB,,A07,Z500,88644651,,ED06,PE01,,C,C,N,822,,,41396,,IH0,101,IN,A,,,,,AUT SHIRWAL,,P08,,,,2141495-1,PC,"5,112",0,0,4140.72,0,0.00,0,0.000,0.0,07/24/2025,07/24/2025,
2136987-1,"ULTRAMID C 60X1 V30, BLACK, A",ZROH,,A11,Z600,250430101,,8120,PE01,,A,C,N,822,,,12302,,IBY,101,KR,A,,,,,AUT SHIRWAL,,029,,,,2136987-1,KG,"2,267.017",0,0,1049116.53,0,0.00,0,0.000,0.0,02/24/2025,07/07/2025,
2-962842-1,TAB 2.8x0.8 CONTACT CF SRC Sn,ZHLB,,A03,Z501,49723686,,M041,PE01,,C,C,X,822,,,43127,AE9,IX3,101,CZ,E,,,,,AUT SHIRWAL,,N05,,2.0,,2-962842-1,PC,369,0,0,854.28,0,0.00,0,0.000,0.0,01/30/2024,09/30/2024,
21-0396765-00112,Kodiereinsatz DS,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-0396765-00112,PC,5,0,0,0.05,0,0.00,0,0.000,0.0,,09/27/2024,
973057-4,EMEA STANDARD CARTON 383X283X275,ZVRP,,A11,Z630,77234809,,8065,PE01,,B,U,X,822,,,12302,AE9,IBZ,101,IN,E,,,,,AUT SHIRWAL,,029,,,,973057-4,PC,11,0,0,412.52,0,0.00,0,0.000,0.0,02/12/2025,02/12/2025,
1939607-1,0.64/2.3 SERIES 20POS.PLUG RETAINER,ZHLB,,A07,Z500,88041116,,M653,PE01,,B,C,X,822,,,43062,,IBY,101,IN,B,,,,,AUT SHIRWAL,,NAE,,,,1939607-1,PC,"8,209",0,0,19209.06,0,0.00,0,0.000,0.0,07/17/2025,07/17/2025,
1355081-1,MQS RETAINER,ZFRT,,A03,Z501,9GV0000115,,M237,PE01,,B,C,X,822,,,43169,AE9,IX3,101,BE,A,,,,,AUT SHIRWAL,,N02,,1.0,,1355081-1,PC,"27,068",0,0,36344.47,0,0.00,0,0.000,0.0,04/10/2025,07/29/2025,
2338584-2,"ASSY, 2P AKI SQUIB,L-1550",ZFRT,,F03,Z100,47466532,,L733,PE01,,C,C,N,822,,,43187,AE9,,101,IN,C,,,,,AUT SHIRWAL FG,,G03,,7.0,,2338584-2,PC,680,0,0,37005.6,0,0.00,0,0.000,0.0,10/17/2023,10/23/2023,
28-1957143-00310,CORE INSERT-310,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1957143-00310,PC,9,0,0,0.09,0,0.00,0,0.000,0.0,,,
2196667-7,"PLASTIC BAG - 10"" X 15"" GAUGE 200,WHITE",ZVRP,,A05,Z630,,,8068,PE01,,C,N,N,822,,,12302,,IBY,101,,,,,,,AUT SHIRWAL,,029,,,,2196667-7,KG,50,0,0,8074.0,0,0.00,0,0.000,0.0,,10/21/2024,
21-1018295-00214,SLIDE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1018295-00214,PC,13,0,0,0.13,0,0.00,0,0.000,0.0,,12/09/2024,
21-1973998-00510,SIDE CORE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1973998-00510,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,03/28/2025,
2377811-1,WH HVAC MAHLE TATA Y1-FV VAVE,ZFRT,,F03,Z200,27940108,,L727,PE01,,C,C,N,822,,,43058,,,101,IN,A,,,,,AUT SHIRWAL FG,,895,,7.0,,2377811-1,PC,5,0,0,1005.62,0,0.00,0,0.000,0.0,09/24/2020,09/24/2020,
2384650-4,"CABLE,0.35 SQMM,FLRYA RED-VIOLET LEONI",ZHLB,,A04,Z501,82530274,,L727,PE01,,C,C,N,822,,,43058,,IIS,101,TR,A,,,,,AUT SHIRWAL,,895,,,,2384650-4,M,"1,836.598",0,0,7042.67,0,0.00,0,0.000,0.0,04/28/2025,04/28/2025,
2405503-3,HSG FEMALE GEN 3.0 FAKRA AUTO,ZFRT,,A11,Z501,EOT0000052,,W767,PE01,,C,C,N,822,,,41396,,,101,MA,A,,,,,AUT SHIRWAL,,P08,,,,2405503-3,PC,50,0,0,470.06,0,0.00,0,0.000,0.0,11/23/2024,11/23/2024,
29-1819109-10207,CAVITY INSERT,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819109-10207,PC,18,0,0,0.18,0,0.00,0,0.000,0.0,,11/14/2024,
21-1018288-00221,"Formabetet, 221",ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1018288-00221,PC,7,0,0,0.07,0,0.00,0,0.000,0.0,,01/29/2024,
1203433-4,"WIRE,FLRY-B,1,GREEN",ZHLB,,A05,Z501,88377033,,L727,PE01,,C,C,X,822,,,43058,AE9,IBY,101,IN,NR,,,,,AUT SHIRWAL,,895,,,,1203433-4,M,"3,000",0,0,28089.39,0,0.00,0,0.000,0.0,07/21/2025,07/21/2025,
175507-2,040 MULTI-LOCK I/O PLUG HSG 6P,ZHLB,,A03,Z501,18567112,,M129,PE01,,C,C,X,822,,,43110,AE9,IH1,101,,C,,,,,AUT SHIRWAL,,N18,,3.0,,175507-2,PC,900,0,0,3446.81,0,0.00,0,0.000,0.0,11/15/2018,11/15/2018,
1939980-6,2.3 TAB CONTACT,ZHLB,,A03,Z501,87044968,,M648,PE01,,A,C,X,822,,,43161,,IBY,101,JP,B,,,,,AUT SHIRWAL,,N24,,,,1939980-6,PC,"240,000",0,0,265466.4,0,0.00,0,0.000,0.0,07/01/2025,07/01/2025,
2454613-1,PCB ASSY AC CCS2 INLET NTC,ZHLB,,A11,Z501,88925882,,J880,PE01,,A,C,N,822,,,14003,,IJX,101,IN,A,,,,,AUT SHIRWAL,,P27,,,,2454613-1,PC,320,0,0,89294.02,0,0.00,0,0.000,0.0,07/28/2025,07/28/2025,
1-1203453-5,WIRE FLRY-A 0.35MM2GRAY-YELLOW,ZHLB,,A04,Z501,82815494,,M289,PE01,,C,C,X,822,,,43186,AE9,IH1,101,TR,O,,,,,AUT SHIRWAL,,N03,,,,1-1203453-5,M,"28,650",0,0,109862.15,0,0.00,0,0.000,0.0,05/02/2025,05/02/2025,
1417664-1,cable guide,ZHLB,,A02,Z500,2141766512,,E951,PE01,,C,C,X,822,,,43061,,IBY,101,IN,B,,,,,AUT SHIRWAL,,K27,,,,1417664-1,PC,270,0,0,8262.0,0,0.00,0,0.000,0.0,10/16/2021,05/26/2022,
51-1014642-05103,LEISTE,ZPTL,,,,,,9789,PE04,,,N,N,822,,,12302,,,101,,,,,,,,,350,,,,51-1014642-05103,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
2454609-2,PCB ASSY DC CCS2 INLET NTC 3,ZHLB,,A11,Z501,80469620,,J880,PE01,,B,C,N,822,,,14003,,IJX,101,IN,A,,,,,AUT SHIRWAL,,P27,,,,2454609-2,PC,384,0,0,43162.02,0,0.00,0,0.000,0.0,04/05/2025,04/05/2025,
1564363-4,"TAPE,ADHESIVE ,PUL ,FELT MAT",ZHLB,,A04,Z630,38609976,,M270,PE01,,C,C,N,822,,,43113,AE9,IIS,101,FR,A,,,,,AUT SHIRWAL,,P16,,,,1564363-4,PC,"14,400",0,0,20132.06,0,0.00,0,0.000,0.0,05/09/2022,05/12/2022,
2-705185-7,"PA6 COLORANT, JET BLACK 8/23785PA, A",ZROH,,A04,Z600,85605739,,8012,PE01,,C,C,X,822,,,12302,,IIS,101,DE,A,,,,,AUT SHIRWAL,,029,,,,2-705185-7,KG,45.046,0,0,42879.34,0,0.00,0,0.000,0.0,06/17/2025,06/17/2025,
1203434-7,"WIRE,FLRY-B,1.5,BLUE",ZHLB,,A05,Z501,76587233,,L727,PE01,,C,C,X,822,,,43058,AE9,IH2,101,IN,NR,,,,,AUT SHIRWAL,,895,,,,1203434-7,M,"2,720.184",0,0,39896.67,0,0.00,0,0.000,0.0,02/03/2025,02/03/2025,
28-1209711-00101,Cavity Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1209711-00101,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,10/29/2024,
704791-1,"ULTRAMID A3WG5, NATURAL, A",ZROH,,A11,Z600,250325,,8120,PE01,,C,C,X,822,,,12302,,IBY,101,MY,A,,,,,AUT SHIRWAL,,029,,,,704791-1,KG,200,0,0,77212.59,0,0.00,0,0.000,0.0,,07/08/2025,
741147-3,HIC CO2CL FREE 5/10/60% Indikatorkarte,ZVRP,,A03,Z630,,,8003,PE03,,C,N,X,822,,,12302,,IBY,101,,,,,,,AUT SHIRWAL,,029,,,,741147-3,PC,30,0,0,382.62,0,0.00,0,0.000,0.0,,07/19/2025,
1991220-1,SEAL RETAINER,ZFRT,,A07,Z500,88206806,,M289,PE01,,C,C,X,822,,,43186,,IH0,101,IN,A,,,,,AUT SHIRWAL,,N03,,,,1991220-1,PC,"1,050",0,0,3076.5,0,0.00,0,0.000,0.0,07/19/2025,07/19/2025,
2309739-1,"SQUIB AKII PLUS,CABLE ASSY,90 DEG",ZHLB,,A06,Z500,88624096,,L806,PE01,,A,C,N,822,,,43187,,IX3,101,IN,A,,,,,AUT SHIRWAL,,G03,,,,2309739-1,PC,"4,145",0,0,238127.06,0,0.00,0,0.000,0.0,07/25/2025,07/25/2025,
21-1043365-00072,INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1043365-00072,PC,17,0,0,0.17,0,0.00,0,0.000,0.0,,03/24/2025,
2066168-1,X2 SV Electrical Wire Assy,ZFRT,,F03,Z200,86841235,,L228,PE01,,C,C,X,822,,,43058,AE9,IH0,101,IN,A,,,,,AUT SHIRWAL FG,,895,,7.0,,2066168-1,PC,"2,500",0,0,70650.0,0,0.00,0,0.000,0.0,07/12/2025,07/25/2025,
344263-1,13 WAY REC HSG. SIL. SEALECONO,ZHLB,,F04,Z210,88772569,,M099,PE01,,C,C,X,822,,,43098,,IBY,101,IN,J,,,,,AUT SHIRWAL FG,,N34,,2.0,,344263-1,PC,"1,200",0,0,30972.0,0,0.00,0,0.000,0.0,07/26/2025,07/30/2025,
3-704148-8,"COLORANT, BLACK 8/22014, A",ZROH,,A04,Z600,88111194,,8012,PE01,,C,C,X,822,,,12302,AE9,IIS,101,DE,B,,,,,AUT SHIRWAL,,029,,,,3-704148-8,LB,110.231,0,0,29626.49,0,0.00,0,0.000,0.0,07/26/2025,07/26/2025,
21-1950967-00106,Cavity Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1950967-00106,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,,
1573394-1,"ULTRADUR B4300G2 HS, BLACK LS 15045, A",ZROH,,A11,Z600,80179617,,8215,PE01,,C,C,X,822,,,12302,AE9,ZLP,101,MY,B,,,,,AUT SHIRWAL,,029,,,,1573394-1,KG,200,0,0,66742.0,0,0.00,0,0.000,0.0,04/01/2025,04/29/2025,
2177297-1,"COVER,8 POS. MQS",ZHLB,,A07,Z200,88769702,,M133,PE01,,B,C,N,822,,,43169,AE9,IH0,101,IN,A,,,,,AUT SHIRWAL,,N02,,,,2177297-1,PC,"1,217",0,0,3327.19,0,0.00,0,0.000,0.0,07/26/2025,07/26/2025,
2291951-3,WH HKG RHD WO PTC,ZFRT,,F04,Z100,23392365,,L727,PE01,,B,C,N,822,,,43058,AE9,IH0,101,IN,B,,,,,AUT SHIRWAL FG,,895,,7.0,,2291951-3,PC,5,0,0,1945.4,0,0.00,0,0.000,0.0,11/01/2019,11/02/2019,
1-1203439-2,"WIRE FLY, 4.0MM2 BLUE-YELLOW",ZHLB,,A04,Z501,15586863,,M289,PE01,,C,C,X,822,,,43186,AE9,IIS,101,TR,A,,,,,AUT SHIRWAL,,N03,,,,1-1203439-2,M,"3,332",0,0,143237.08,0,0.00,0,0.000,0.0,02/08/2018,02/08/2018,
21-1819166-00530,Finger Cam E1034/18X100,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1819166-00530,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,01/13/2025,
51-0138925-03039,5P Locator,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-0138925-03039,PC,0,0,10,0.1,0,0.00,0,0.000,0.0,,,
29-1819008-10550,Core Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819008-10550,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,06/18/2024,
2311584-3,10811289 0.5-1.0SQMM DELPHI,ZHLB,,A04,Z501,78681022,,L727,PE01,,C,C,N,822,,,43058,AE9,IIS,101,DE,A,,,,,AUT SHIRWAL,,895,,,,2311584-3,PC,"12,000",0,0,111360.0,0,0.00,0,0.000,0.0,03/06/2025,03/06/2025,
29-1819018-20617,SIDE CORE INSERT,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819018-20617,PC,3,0,0,0.03,0,0.00,0,0.000,0.0,,,
29-0040640-00206,CAVITY INSERT,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-0040640-00206,PC,10,0,0,0.0,0,0.00,0,0.000,0.0,,06/11/2025,
28-1819195-00420,Core insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819195-00420,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
2-235553-2,"4.0mm sq cable, FLRY-B, Black",ZROH,,A04,Z501,87250208,,8004,PE01,,B,C,X,822,,,12302,AE9,IIS,101,TR,O,,,,,AUT SHIRWAL,,029,,,,2-235553-2,M,"2,004",0,0,80656.93,0,0.00,0,0.000,0.0,07/05/2025,07/05/2025,
21-1976893-00510,Side Core Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1976893-00510,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,03/12/2025,
28-1956028-00124,Cavity insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1956028-00124,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,,
1123343-1,025 REC CONTACT,ZFRT,,A03,Z501,83234480,,M646,PE01,,C,C,D,822,,,43162,AE8,IX3,101,TH,M,,,,,AUT SHIRWAL,,N21,,2.0,,1123343-1,PC,"7,686.287",0,0,4421.08,0,0.00,0,0.000,0.0,05/08/2025,07/30/2025,
2393013-1,"SOLDER,WIRE SAC 405",ZHLB,,A05,Z600,507070497I,,8021,PE01,,B,C,N,822,,,12302,,IJX,101,IN,A,,,,,AUT SHIRWAL,,029,,,,2393013-1,KG,160,0,0,562830.36,35,457.00,0,0.000,0.0,07/12/2025,07/12/2025,
1952732-1,O-ring-13X1.5,ZHLB,,A05,Z501,87872086,,M246,PE01,,C,C,X,822,,,41624,AE9,IH0,101,IN,A,,,,,AUT SHIRWAL,,AL1,,,,1952732-1,PC,"8,000",0,0,55224.0,0,0.00,0,0.000,0.0,07/15/2025,07/15/2025,
2-1203431-5,"WIRE,FLRY-B,0.50,WHITE/BROWN",ZHLB,,A05,Z501,85050200,,M289,PE01,,C,C,X,822,,,43186,AE9,IH1,101,IN,NR,,,,,AUT SHIRWAL,,N03,,,,2-1203431-5,M,"6,453.853",0,0,14460.37,0,0.00,0,0.000,0.0,05/31/2025,05/31/2025,
28-1949758-00402,CORE INSERT-402,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1949758-00402,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
3-1417662-2,JD - Paptos - actuator coil assy,ZFRT,,F02,Z200,88926086,,J970,PE01,,A,X,X,822,,,42048,,IBY,101,IN,B,,,,,AUT SHIRWAL FG,,H90,,,,3-1417662-2,PC,144,0,0,745783.54,0,0.00,0,0.000,0.0,07/28/2025,07/28/2025,
2013029-7,0.50 SERIES 24POS CAP ASSY SMT TYPE,ZFRT,,F02,Z200,88969466,,WA23,PE01,,A,C,N,822,,,43156,,,101,IN,A,,,,,AUT SHIRWAL FG,,N56,,7.0,,2013029-7,PC,"3,200",0,0,122944.0,"12,000",27.00,0,0.000,0.0,07/29/2025,07/29/2025,
28-1819172-00332,Core Pin,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819172-00332,PC,14,0,0,0.0,0,0.00,0,0.000,0.0,,09/27/2024,
21-1972223-10705,Nozzle heater 09NH-140-04,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1972223-10705,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,02/11/2025,
4-1203508-6,Nylon Strap,ZHLB,,A05,Z630,88734939,,M289,PE01,,C,U,X,822,,,43186,AE9,IH6,101,IN,NR,,,,,AUT SHIRWAL,,N03,,,,4-1203508-6,PC,37.992,0,0,6435.43,0,0.00,0,0.000,0.0,07/25/2025,07/25/2025,
